field_name	field_location	data_type	units	field_description	allowable_enumeration
out.params.air_system_fan_power_minimum_flow_fraction	metadata	float		Fan power design minimum airflow fraction for air systems	""
out.params.air_system_fan_static_pressure	metadata	float	inwc	Fan static pressure for air systems in pascals	""
out.params.air_system_fan_total_efficiency	metadata	float		Total air system fan efficiency	""
out.params.area_fraction_with_dcv	metadata	float		Fraction of floor area served by HVAC with DCV	""
out.params.area_fraction_with_economizer	metadata	float		Fraction of floor area served by HVAC with economizer	""
out.params.area_fraction_with_heat_recovery	metadata	float		Fraction of floor area served by HVAC with heat recovery	""
out.params.area_fraction_with_motorized_oa_damper	metadata	float		Fraction of floor area served by HVAC with motorized outdoor air damper	""
out.params.area_fraction_with_mz_vav_optimization	metadata	float		Fraction of floor area served by HVAC with multizone vav optimization	""
out.params.area_fraction_with_supply_air_temperature_reset	metadata	float		Fraction of floor area served by HVAC with supply air temperature reset	""
out.params.area_fraction_with_unoccupied_shutdown	metadata	float		Fraction of floor area served by HVAC with unoccupied shutdown	""
out.params.average_cooling_setpoint_max	metadata	float	c	Average maximum cooling thermostat setpoint	""
out.params.average_cooling_setpoint_min	metadata	float	c	Average minimum cooling thermostat setpoint	""
out.params.average_heating_setpoint_max	metadata	float	c	Average maximum heating thermostat setpoint	""
out.params.average_heating_setpoint_min	metadata	float	c	Average minimum heating thermostat setpoint	""
out.params.average_outdoor_air_fraction	metadata	float		Average outdoor air ventilation fraction	""
out.params.average_roof_absorptance	metadata	float		Average roof absorptance	""
out.params.average_roof_u_value	metadata	float	btu_per_ft2_f_hr	Average roof u-value	""
out.params.average_wall_u_value	metadata	float	btu_per_ft2_f_hr	Average exterior wall u-value	""
out.params.average_window_shgc	metadata	float		Solar heat gain coefficient of windows	""
out.params.average_window_u_value	metadata	float	btu_per_ft2_f_hr	Conductivity of windows	""
out.params.average_window_vlt	metadata	float		Average glazing visible transmittance	""
out.params.boiler_average_efficiency	metadata	float		load weighted average thermal efficiency	""
out.params.boiler_cap_weight_efficiency	metadata	float		capacity weighted nominal thermal efficiency	""
out.params.boiler_capacity	metadata	float	kbtu_per_hr	Sum of boiler capacity	""
out.params.boiler_electric	metadata	float	j	total boiler electric use	""
out.params.boiler_gas	metadata	float	j	total boiler gas use	""
out.params.boiler_load	metadata	float	j	total boiler heating load served	""
out.params.boiler_load_weight_efficiency	metadata	float		load weighted nominal thermal efficiency	""
out.params.boiler_other_fuel	metadata	float	j	total boiler other fuel use	""
out.params.booster_water_heater_electric	metadata	float	j	electric energy use by booster water heaters	""
out.params.booster_water_heater_gas	metadata	float	j	gas energy use by booster water heaters	""
out.params.broiler_fuel_type	metadata	string		Fuel type of broilers	Electric|Gas
out.params.building_fraction_cooled	metadata	float		Fraction of building that is served by a cooling system	""
out.params.building_fraction_heated	metadata	float		Fraction of building that is served by a heating system	""
out.params.cdd50f	metadata	float		cooling degree days with a 50F base	""
out.params.cdd65f	metadata	float		cooling degree days with a 65F base	""
out.params.chiller_average_cop	metadata	float	cop	annual average COP, weighted by load	""
out.params.chiller_capacity	metadata	float	tons	Sum of chiller capacity	""
out.params.cooling_equipment_capacity	metadata	float	tons	Sum of cooling equipment capacity	""
out.params.daylight_control_fraction	metadata	float		Fraction of building lighting by floor area that is controlled by daylight sensors	""
out.params.design_chiller_cop	metadata	float	cop	Design cop of chiller	""
out.params.design_outdoor_air_flow_rate	metadata	float	m3_per_m2_s	Design outdoor air ventilation flow rate for air systems	""
out.params.dining_type	metadata	string		Type of dining facility	Donut|None|High School|Truck Stop|Chicken B|Hot Dog|Pubs/Taverns|Restaurant B|Potato|Hospitals Large|Pizza A|Burger B|Burger A|Cafe|Cookie|Chinese B|Grills|Pizza B|Dept. Stores|Muffin|Restaurant C|Fish B|Hotel B|Roast Beef|Fish A|Restaurant A|Hotel A|Pancake|Diner|Hospitals Small|Chinese A|Chicken A
out.params.dx_cooling_average_cop	metadata	float	cop	DX cooling COP during operation averaged across all cooling coils	""
out.params.dx_cooling_capacity_tons	metadata	float	tons	Sum of dx cooling capacity	""
out.params.dx_cooling_design_cop	metadata	float	cop	DX cooling COP at rated conditions averaged across all cooling coils	""
out.params.dx_cooling_design_eer_135_to_240_kbtuh	metadata	float	eer	Design eer of dx cooling coils for 135-240 kbtuh equipment	""
out.params.dx_cooling_design_eer_240_to_760_kbtuh	metadata	float	eer	Design eer of dx cooling coils for 240-760 kbtuh equipment	""
out.params.dx_cooling_design_eer_65_to_135_kbtuh	metadata	float	eer	Design eer of dx cooling coils for 65-135 kbtuh equipment	""
out.params.dx_cooling_design_eer_760_plus_kbtuh	metadata	float	eer	Design eer of dx cooling coils for 760 plus kbtuh equipment	""
out.params.dx_cooling_design_ieer_135_to_240_kbtuh	metadata	float	ieer	Design ieer of dx cooling coils for 135-240 kbtuh equipment	""
out.params.dx_cooling_design_ieer_240_to_760_kbtuh	metadata	float	ieer	Design ieer of dx cooling coils for 240-760 kbtuh equipment	""
out.params.dx_cooling_design_ieer_65_to_135_kbtuh	metadata	float	ieer	Design ieer of dx cooling coils for 65-135 kbtuh equipment	""
out.params.dx_cooling_design_ieer_760_plus_kbtuh	metadata	float	ieer	Design ieer of dx cooling coils for 760 plus kbtuh equipment	""
out.params.dx_cooling_design_seer_0_to_30_kbtuh	metadata	float	seer	Design seer of dx cooling coils for 0-30 kbtuh equipment	""
out.params.dx_cooling_design_seer_30_to_65_kbtuh	metadata	float	seer	Design seer of dx cooling coils for 30-65 kbtuh equipment	""
out.params.dx_cooling_electric	metadata	float	j	total dx cooling equipment electric use	""
out.params.dx_cooling_load	metadata	float	j	total dx cooling equipment cooling load served	""
out.params.dx_heating_average_cop	metadata	float	cop	Average dx heating cop	""
out.params.dx_heating_average_minimum_operating_temperature	metadata	float	c	Average minimum operating temperature of DX heating coils	""
out.params.dx_heating_average_total_cop	metadata	float	cop	annual average COP of DX heating equipment including supplemental heating and defrost energy, weighted by total dx heating and supplemental heating load	""
out.params.dx_heating_capacity_at_0f	metadata	float	kbtu_per_hr	Sum of dx heating capacity at 0F	""
out.params.dx_heating_capacity_at_17f	metadata	float	kbtu_per_hr	Sum of dx heating capacity at 17F	""
out.params.dx_heating_capacity_at_5f	metadata	float	kbtu_per_hr	Sum of dx heating capacity at 5F	""
out.params.dx_heating_capacity_at_rated	metadata	float	kbtu_per_hr	Sum of dx heating capacity	""
out.params.dx_heating_defrost_energy	metadata	float	kbtu	Sum of defrost energy use of a dx heating coil	""
out.params.dx_heating_design_cop	metadata	float	cop	Design cop of dx heating coils	""
out.params.dx_heating_design_cop_0f	metadata	float	cop	Design cop of dx heating coils at 0F	""
out.params.dx_heating_design_cop_135_to_240_kbtuh	metadata	float	cop	Design cop of dx heating coils for 135-240 kbtuh equipment	""
out.params.dx_heating_design_cop_17f	metadata	float	cop	Design cop of dx heating coils at 17F	""
out.params.dx_heating_design_cop_240_plus_kbtuh	metadata	float	cop	Design cop of dx heating coils for 240 plus kbtuh equipment	""
out.params.dx_heating_design_cop_5f	metadata	float	cop	Design cop of dx heating coils at 5F	""
out.params.dx_heating_design_cop_65_to_135_kbtuh	metadata	float	cop	Design cop of dx heating coils for 65-135 kbtuh equipment	""
out.params.dx_heating_design_hspf_0_to_30_kbtuh	metadata	float	hspf	Design hspf of dx heating coils for 0-30 kbtuh equipment	""
out.params.dx_heating_design_hspf_30_to_65_kbtuh	metadata	float	hspf	Design hspf of dx heating coils for 30-65 kbtuh equipment	""
out.params.dx_heating_fraction_electric_defrost	metadata	float		defrost electric energy divided by the sum of supplemental coil electric energy, defrost electric energy, and dx coil electric energy	""
out.params.dx_heating_fraction_electric_supplemental	metadata	float		supplemental coil electric energy divided by the sum of supplemental coil electric energy, defrost electric energy, and dx coil electric energy	""
out.params.dx_heating_fraction_supplemental	metadata	float		Fraction of dx heating system load met by associated supplemental coil	""
out.params.dx_heating_hours_below_minus_20f	metadata	float	hr	Number of hours with an outdoor air temperature below -20F	""
out.params.dx_heating_ratio_defrost	metadata	float		Ratio of defrost energy use to total heating load of dx heating system	""
out.params.dx_heating_supplemental_capacity	metadata	float	kbtu_per_hr	Sum of dx heating supplemental capacity	""
out.params.dx_heating_supplemental_capacity_electric	metadata	float	kbtu_per_hr	Sum of dx heating supplemental capacity electric	""
out.params.dx_heating_supplemental_capacity_gas	metadata	float	kbtu_per_hr	Sum of dx heating supplemental capacity gas	""
out.params.dx_heating_total_dx_electric	metadata	float	j	total dx heating equipment electric use, excluding supplemental heating	""
out.params.dx_heating_total_dx_load	metadata	float	j	total dx heating equipment heating load served, excluding supplemental heating	""
out.params.dx_heating_total_load	metadata	float	j	total dx heating equipment heating load served, including supplemental heating	""
out.params.dx_heating_total_supplemental_electric	metadata	float	j	total dx heating equipment supplemental electric use	""
out.params.dx_heating_total_supplemental_gas	metadata	float	j	total dx heating equipment supplemental gas use	""
out.params.dx_heating_total_supplemental_load	metadata	float	j	total dx heating equipment supplemental load served	""
out.params.dx_heating_total_supplemental_load_electric	metadata	float	j	total dx heating equipment supplemental load served by electric	""
